schemaId,schemaName,fields.Count,displayName,fields.0.displayName,fields.0.fieldId,fields.0.fieldName,fields.0.fieldType,fields.0.readAccessType,fields.1.displayName,fields.1.fieldId,fields.1.fieldName,fields.1.fieldType,fields.1.readAccessType,fields.2.displayName,fields.2.fieldId,fields.2.fieldName,fields.2.fieldType,fields.2.multiValued,fields.2.readAccessType
e6mEooRJTVeajVqFl_m-CQ==,student,3,student,grade,1tkmzwO_RN-iFRb5ummyqw==,grade,INT64,ALL_DOMAIN_USERS,homeroom,Afrr4URDSA6eftGjv6L9fA==,homeroom,STRING,ALL_DOMAIN_USERS,sports,EoFlSQT7RVqcGDFdkbp7cQ==,sports,STRING,True,ALL_DOMAIN_USERS
